"name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","regio","admin_level","wikidata","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"Bellcaire d'Urgell",48,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellcaire d'Urgell_name-name:ca.tsv","relation",339824,"Bellcaire d'Urgell","Principat",8,"Q1900130",113,80,0,0
"Bellreguard",50,43,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Bellreguard_name-name:ca.tsv","relation",342507,"Bellreguard","PV",8,"Q816058",233,162,0,0
"Gallifa",53,43,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Gallifa_name-name:ca.tsv","relation",342066,"Gallifa","Principat",8,"Q13928",82,56,0,0
"Garrigàs",52,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Garrigàs_name-name:ca.tsv","relation",343537,"Garrigàs","Principat",8,"Q11329",145,96,1,1
"Godall",51,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Godall_name-name:ca.tsv","relation",341709,"Godall","Principat",8,"Q1247218",91,64,0,0
"Lladó",53,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Lladó_name-name:ca.tsv","relation",340350,"Lladó","Principat",8,"Q11334",129,87,0,0
"Menàrguens",64,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Menàrguens_name-name:ca.tsv","relation",342133,"Menàrguens","Principat",8,"Q1769588",151,89,0,0
"Nyer",52,43,2,2,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Nyer_name-name:ca.tsv","relation",2913808,"Nyer","CatNord",8,"Q1369638",13,11,0,0
"Planès",50,43,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Planès_name-name:ca.tsv","relation",2853831,"Planès","CatNord",8,"Q524705",8,8,0,0
"Polinyà",62,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Polinyà_name-name:ca.tsv","relation",345701,"Polinyà","Principat",8,"Q13925",216,124,3,3
"Salàs de Pallars",52,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Salàs de Pallars_name-name:ca.tsv","relation",340561,"Salàs de Pallars","Principat",8,"Q18266",91,48,2,2
"Sant Jaume de Frontanyà",53,43,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Jaume de Frontanyà_name-name:ca.tsv","relation",343448,"Sant Jaume de Frontanyà","Principat",8,"Q15538",45,39,0,0
"Santa Bàrbara",45,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Bàrbara_name-name:ca.tsv","relation",345497,"Santa Bàrbara","Principat",8,"Q1230148",188,162,0,0
"Ventalló",56,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ventalló_name-name:ca.tsv","relation",347893,"Ventalló","Principat",8,"Q11908",196,138,2,1
"Vilajuïga",68,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilajuïga_name-name:ca.tsv","relation",342992,"Vilajuïga","Principat",8,"Q12159",119,86,2,2
"la Todolella",47,43,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Todolella_name-name:ca.tsv","relation",346711,"Todolella","PV",8,"Q1766256",52,45,0,0
"la Torre de Claramunt",45,43,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Torre de Claramunt_name-name:ca.tsv","relation",343659,"la Torre de Claramunt","Principat",8,"Q15971",265,211,2,2
"Aielo de Rugat",44,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Aielo de Rugat_name-name:ca.tsv","relation",348048,"Aielo de Rugat","PV",8,"Q538302",43,41,0,0
"Alpens",42,42,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alpens_name-name:ca.tsv","relation",343401,"Alpens","Principat",8,"Q13777",94,71,0,0
"Bolulla",46,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Bolulla_name-name:ca.tsv","relation",345282,"Bolulla","PV",8,"Q891663",46,38,1,1
"Catllà",73,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Catllà_name-name:ca.tsv","relation",2820610,"Catllar","CatNord",8,"Q197689",4,3,0,0
"Costoja",50,42,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Costoja_name-name:ca.tsv","relation",2924446,"Coustouges","CatNord",8,"Q6660",21,17,0,0
"Llambilles",47,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Llambilles_name-name:ca.tsv","relation",345035,"Llambilles","Principat",8,"Q13438",89,57,0,0
"Montferrer",49,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Montferrer_name-name:ca.tsv","relation",2918951,"Montferrer","CatNord",8,"Q7160",12,8,1,1
"Palau de Cerdanya",47,42,2,2,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Palau de Cerdanya_name-name:ca.tsv","relation",392033,"Palau-de-Cerdagne","CatNord",8,"Q545632",5,5,0,0
"Ribesalbes",66,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Ribesalbes_name-name:ca.tsv","relation",341193,"Ribesalbes","PV",8,"Q975401",16,7,0,0
"Sanaüja",53,42,3,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sanaüja_name-name:ca.tsv","relation",340562,"Sanaüja","Principat",8,"Q1900701",80,63,0,0
"Sant Jordi",43,42,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sant Jordi_name-name:ca.tsv","relation",341224,"Sant Jordi / San Jorge","PV",8,"Q2045712",24,19,1,1
"Soses",53,42,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Soses_name-name:ca.tsv","relation",342730,"Soses","Principat",8,"Q1766622",136,79,1,1
"el Real de Gandia",55,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Real de Gandia_name-name:ca.tsv","relation",342348,"el Real de Gandia","PV",8,"Q1945950",100,58,0,0
"l'Albiol",45,42,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-l'Albiol_name-name:ca.tsv","relation",342690,"l'Albiol","Principat",8,"Q1229669",78,67,0,0
"Bellprat",48,41,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellprat_name-name:ca.tsv","relation",343714,"Bellprat","Principat",8,"Q15937",56,53,0,0
"Calce",52,41,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Calce_name-name:ca.tsv","relation",1798944,"Calce","CatNord",8,"Q530366",9,6,0,0
"Estoer",56,41,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Estoer_name-name:ca.tsv","relation",2865282,"Estoher","CatNord",8,"Q199805",21,13,0,0
